dataset,role,algorithm,seed,questions,category,extracted_correct,natural_eos,token_limit,count
svamp,non_rl_self_training,TRICE,1229,1000,strict_valid_wrong,0,1,0,180
svamp,non_rl_self_training,TRICE,1229,1000,strict_valid_wrong,0,1,1,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_valid_wrong,1,0,0,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_valid_wrong,1,0,1,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_valid_wrong,1,1,0,0
svamp,non_rl_self_training,TRICE,1229,1000,strict_valid_wrong,1,1,1,0
svamp,non_rl_self_training,TRICE,1229,1000,missing_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1229,1000,missing_marker,0,0,1,4
svamp,non_rl_self_training,TRICE,1229,1000,missing_marker,0,1,0,0
svamp,non_rl_self_training,TRICE,1229,1000,missing_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1229,1000,missing_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1229,1000,missing_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1229,1000,missing_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1229,1000,missing_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1229,1000,multiple_markers,0,0,0,0
svamp,non_rl_self_training,TRICE,1229,1000,multiple_markers,0,0,1,0
svamp,non_rl_self_training,TRICE,1229,1000,multiple_markers,0,1,0,0
svamp,non_rl_self_training,TRICE,1229,1000,multiple_markers,0,1,1,0
svamp,non_rl_self_training,TRICE,1229,1000,multiple_markers,1,0,0,0
svamp,non_rl_self_training,TRICE,1229,1000,multiple_markers,1,0,1,0
svamp,non_rl_self_training,TRICE,1229,1000,multiple_markers,1,1,0,0
svamp,non_rl_self_training,TRICE,1229,1000,multiple_markers,1,1,1,0
svamp,non_rl_self_training,TRICE,1229,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1229,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,non_rl_self_training,TRICE,1229,1000,one_invalid_or_nonterminal_marker,0,1,0,14
svamp,non_rl_self_training,TRICE,1229,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1229,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1229,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1229,1000,one_invalid_or_nonterminal_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1229,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_correct,0,0,0,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_correct,0,0,1,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_correct,0,1,0,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_correct,0,1,1,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_correct,1,0,0,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_correct,1,0,1,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_correct,1,1,0,791
svamp,non_rl_self_training,TRICE,1231,1000,strict_correct,1,1,1,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_valid_wrong,0,0,0,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_valid_wrong,0,0,1,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_valid_wrong,0,1,0,196
svamp,non_rl_self_training,TRICE,1231,1000,strict_valid_wrong,0,1,1,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_valid_wrong,1,0,0,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_valid_wrong,1,0,1,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_valid_wrong,1,1,0,0
svamp,non_rl_self_training,TRICE,1231,1000,strict_valid_wrong,1,1,1,0
svamp,non_rl_self_training,TRICE,1231,1000,missing_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1231,1000,missing_marker,0,0,1,1
svamp,non_rl_self_training,TRICE,1231,1000,missing_marker,0,1,0,0
svamp,non_rl_self_training,TRICE,1231,1000,missing_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1231,1000,missing_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1231,1000,missing_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1231,1000,missing_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1231,1000,missing_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1231,1000,multiple_markers,0,0,0,0
svamp,non_rl_self_training,TRICE,1231,1000,multiple_markers,0,0,1,0
svamp,non_rl_self_training,TRICE,1231,1000,multiple_markers,0,1,0,0
svamp,non_rl_self_training,TRICE,1231,1000,multiple_markers,0,1,1,0
svamp,non_rl_self_training,TRICE,1231,1000,multiple_markers,1,0,0,0
svamp,non_rl_self_training,TRICE,1231,1000,multiple_markers,1,0,1,0
svamp,non_rl_self_training,TRICE,1231,1000,multiple_markers,1,1,0,0
svamp,non_rl_self_training,TRICE,1231,1000,multiple_markers,1,1,1,0
svamp,non_rl_self_training,TRICE,1231,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1231,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,non_rl_self_training,TRICE,1231,1000,one_invalid_or_nonterminal_marker,0,1,0,10
svamp,non_rl_self_training,TRICE,1231,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1231,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1231,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1231,1000,one_invalid_or_nonterminal_marker,1,1,0,2
svamp,non_rl_self_training,TRICE,1231,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_correct,0,0,0,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_correct,0,0,1,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_correct,0,1,0,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_correct,0,1,1,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_correct,1,0,0,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_correct,1,0,1,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_correct,1,1,0,743
svamp,non_rl_self_training,TRICE,1237,1000,strict_correct,1,1,1,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_valid_wrong,0,0,0,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_valid_wrong,0,0,1,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_valid_wrong,0,1,0,243
svamp,non_rl_self_training,TRICE,1237,1000,strict_valid_wrong,0,1,1,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_valid_wrong,1,0,0,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_valid_wrong,1,0,1,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_valid_wrong,1,1,0,0
svamp,non_rl_self_training,TRICE,1237,1000,strict_valid_wrong,1,1,1,0
svamp,non_rl_self_training,TRICE,1237,1000,missing_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1237,1000,missing_marker,0,0,1,2
svamp,non_rl_self_training,TRICE,1237,1000,missing_marker,0,1,0,0
svamp,non_rl_self_training,TRICE,1237,1000,missing_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1237,1000,missing_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1237,1000,missing_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1237,1000,missing_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1237,1000,missing_marker,1,1,1,0
svamp,non_rl_self_training,TRICE,1237,1000,multiple_markers,0,0,0,0
svamp,non_rl_self_training,TRICE,1237,1000,multiple_markers,0,0,1,0
svamp,non_rl_self_training,TRICE,1237,1000,multiple_markers,0,1,0,0
svamp,non_rl_self_training,TRICE,1237,1000,multiple_markers,0,1,1,0
svamp,non_rl_self_training,TRICE,1237,1000,multiple_markers,1,0,0,0
svamp,non_rl_self_training,TRICE,1237,1000,multiple_markers,1,0,1,0
svamp,non_rl_self_training,TRICE,1237,1000,multiple_markers,1,1,0,0
svamp,non_rl_self_training,TRICE,1237,1000,multiple_markers,1,1,1,0
svamp,non_rl_self_training,TRICE,1237,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,non_rl_self_training,TRICE,1237,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,non_rl_self_training,TRICE,1237,1000,one_invalid_or_nonterminal_marker,0,1,0,12
svamp,non_rl_self_training,TRICE,1237,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,non_rl_self_training,TRICE,1237,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,non_rl_self_training,TRICE,1237,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,non_rl_self_training,TRICE,1237,1000,one_invalid_or_nonterminal_marker,1,1,0,0
svamp,non_rl_self_training,TRICE,1237,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,rl,RLOO,1201,1000,strict_correct,0,0,0,0
svamp,rl,RLOO,1201,1000,strict_correct,0,0,1,0
svamp,rl,RLOO,1201,1000,strict_correct,0,1,0,0
svamp,rl,RLOO,1201,1000,strict_correct,0,1,1,0
svamp,rl,RLOO,1201,1000,strict_correct,1,0,0,0
svamp,rl,RLOO,1201,1000,strict_correct,1,0,1,1
svamp,rl,RLOO,1201,1000,strict_correct,1,1,0,790
svamp,rl,RLOO,1201,1000,strict_correct,1,1,1,0
svamp,rl,RLOO,1201,1000,strict_valid_wrong,0,0,0,0
svamp,rl,RLOO,1201,1000,strict_valid_wrong,0,0,1,0
svamp,rl,RLOO,1201,1000,strict_valid_wrong,0,1,0,184
svamp,rl,RLOO,1201,1000,strict_valid_wrong,0,1,1,0
svamp,rl,RLOO,1201,1000,strict_valid_wrong,1,0,0,0
svamp,rl,RLOO,1201,1000,strict_valid_wrong,1,0,1,0
svamp,rl,RLOO,1201,1000,strict_valid_wrong,1,1,0,0
svamp,rl,RLOO,1201,1000,strict_valid_wrong,1,1,1,0
svamp,rl,RLOO,1201,1000,missing_marker,0,0,0,0
svamp,rl,RLOO,1201,1000,missing_marker,0,0,1,2
svamp,rl,RLOO,1201,1000,missing_marker,0,1,0,1
svamp,rl,RLOO,1201,1000,missing_marker,0,1,1,0
svamp,rl,RLOO,1201,1000,missing_marker,1,0,0,0
svamp,rl,RLOO,1201,1000,missing_marker,1,0,1,0
svamp,rl,RLOO,1201,1000,missing_marker,1,1,0,2
svamp,rl,RLOO,1201,1000,missing_marker,1,1,1,0
svamp,rl,RLOO,1201,1000,multiple_markers,0,0,0,0
svamp,rl,RLOO,1201,1000,multiple_markers,0,0,1,0
svamp,rl,RLOO,1201,1000,multiple_markers,0,1,0,0
svamp,rl,RLOO,1201,1000,multiple_markers,0,1,1,0
svamp,rl,RLOO,1201,1000,multiple_markers,1,0,0,0
svamp,rl,RLOO,1201,1000,multiple_markers,1,0,1,0
svamp,rl,RLOO,1201,1000,multiple_markers,1,1,0,0
svamp,rl,RLOO,1201,1000,multiple_markers,1,1,1,0
svamp,rl,RLOO,1201,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,rl,RLOO,1201,1000,one_invalid_or_nonterminal_marker,0,0,1,1
svamp,rl,RLOO,1201,1000,one_invalid_or_nonterminal_marker,0,1,0,18
svamp,rl,RLOO,1201,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,rl,RLOO,1201,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,rl,RLOO,1201,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,rl,RLOO,1201,1000,one_invalid_or_nonterminal_marker,1,1,0,1
svamp,rl,RLOO,1201,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,rl,RLOO,1213,1000,strict_correct,0,0,0,0
svamp,rl,RLOO,1213,1000,strict_correct,0,0,1,0
svamp,rl,RLOO,1213,1000,strict_correct,0,1,0,0
svamp,rl,RLOO,1213,1000,strict_correct,0,1,1,0
svamp,rl,RLOO,1213,1000,strict_correct,1,0,0,0
svamp,rl,RLOO,1213,1000,strict_correct,1,0,1,0
svamp,rl,RLOO,1213,1000,strict_correct,1,1,0,755
svamp,rl,RLOO,1213,1000,strict_correct,1,1,1,0
svamp,rl,RLOO,1213,1000,strict_valid_wrong,0,0,0,0
svamp,rl,RLOO,1213,1000,strict_valid_wrong,0,0,1,0
svamp,rl,RLOO,1213,1000,strict_valid_wrong,0,1,0,227
svamp,rl,RLOO,1213,1000,strict_valid_wrong,0,1,1,0
svamp,rl,RLOO,1213,1000,strict_valid_wrong,1,0,0,0
svamp,rl,RLOO,1213,1000,strict_valid_wrong,1,0,1,0
svamp,rl,RLOO,1213,1000,strict_valid_wrong,1,1,0,0
svamp,rl,RLOO,1213,1000,strict_valid_wrong,1,1,1,0
svamp,rl,RLOO,1213,1000,missing_marker,0,0,0,0
svamp,rl,RLOO,1213,1000,missing_marker,0,0,1,1
svamp,rl,RLOO,1213,1000,missing_marker,0,1,0,0
svamp,rl,RLOO,1213,1000,missing_marker,0,1,1,0
svamp,rl,RLOO,1213,1000,missing_marker,1,0,0,0
svamp,rl,RLOO,1213,1000,missing_marker,1,0,1,0
svamp,rl,RLOO,1213,1000,missing_marker,1,1,0,1
svamp,rl,RLOO,1213,1000,missing_marker,1,1,1,0
svamp,rl,RLOO,1213,1000,multiple_markers,0,0,0,0
svamp,rl,RLOO,1213,1000,multiple_markers,0,0,1,0
svamp,rl,RLOO,1213,1000,multiple_markers,0,1,0,0
svamp,rl,RLOO,1213,1000,multiple_markers,0,1,1,0
svamp,rl,RLOO,1213,1000,multiple_markers,1,0,0,0
svamp,rl,RLOO,1213,1000,multiple_markers,1,0,1,0
svamp,rl,RLOO,1213,1000,multiple_markers,1,1,0,0
svamp,rl,RLOO,1213,1000,multiple_markers,1,1,1,0
svamp,rl,RLOO,1213,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,rl,RLOO,1213,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,rl,RLOO,1213,1000,one_invalid_or_nonterminal_marker,0,1,0,16
svamp,rl,RLOO,1213,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,rl,RLOO,1213,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,rl,RLOO,1213,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,rl,RLOO,1213,1000,one_invalid_or_nonterminal_marker,1,1,0,0
svamp,rl,RLOO,1213,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,rl,RLOO,1217,1000,strict_correct,0,0,0,0
svamp,rl,RLOO,1217,1000,strict_correct,0,0,1,0
svamp,rl,RLOO,1217,1000,strict_correct,0,1,0,0
svamp,rl,RLOO,1217,1000,strict_correct,0,1,1,0
svamp,rl,RLOO,1217,1000,strict_correct,1,0,0,0
svamp,rl,RLOO,1217,1000,strict_correct,1,0,1,0
svamp,rl,RLOO,1217,1000,strict_correct,1,1,0,843
svamp,rl,RLOO,1217,1000,strict_correct,1,1,1,0
svamp,rl,RLOO,1217,1000,strict_valid_wrong,0,0,0,0
svamp,rl,RLOO,1217,1000,strict_valid_wrong,0,0,1,0
svamp,rl,RLOO,1217,1000,strict_valid_wrong,0,1,0,135
svamp,rl,RLOO,1217,1000,strict_valid_wrong,0,1,1,0
svamp,rl,RLOO,1217,1000,strict_valid_wrong,1,0,0,0
svamp,rl,RLOO,1217,1000,strict_valid_wrong,1,0,1,0
svamp,rl,RLOO,1217,1000,strict_valid_wrong,1,1,0,0
svamp,rl,RLOO,1217,1000,strict_valid_wrong,1,1,1,0
svamp,rl,RLOO,1217,1000,missing_marker,0,0,0,0
svamp,rl,RLOO,1217,1000,missing_marker,0,0,1,3
svamp,rl,RLOO,1217,1000,missing_marker,0,1,0,0
svamp,rl,RLOO,1217,1000,missing_marker,0,1,1,0
svamp,rl,RLOO,1217,1000,missing_marker,1,0,0,0
svamp,rl,RLOO,1217,1000,missing_marker,1,0,1,0
svamp,rl,RLOO,1217,1000,missing_marker,1,1,0,0
svamp,rl,RLOO,1217,1000,missing_marker,1,1,1,0
svamp,rl,RLOO,1217,1000,multiple_markers,0,0,0,0
svamp,rl,RLOO,1217,1000,multiple_markers,0,0,1,0
svamp,rl,RLOO,1217,1000,multiple_markers,0,1,0,0
svamp,rl,RLOO,1217,1000,multiple_markers,0,1,1,0
svamp,rl,RLOO,1217,1000,multiple_markers,1,0,0,0
svamp,rl,RLOO,1217,1000,multiple_markers,1,0,1,0
svamp,rl,RLOO,1217,1000,multiple_markers,1,1,0,0
svamp,rl,RLOO,1217,1000,multiple_markers,1,1,1,0
svamp,rl,RLOO,1217,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,rl,RLOO,1217,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,rl,RLOO,1217,1000,one_invalid_or_nonterminal_marker,0,1,0,18
svamp,rl,RLOO,1217,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,rl,RLOO,1217,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,rl,RLOO,1217,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,rl,RLOO,1217,1000,one_invalid_or_nonterminal_marker,1,1,0,1
svamp,rl,RLOO,1217,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,rl,RLOO,1223,1000,strict_correct,0,0,0,0
svamp,rl,RLOO,1223,1000,strict_correct,0,0,1,0
svamp,rl,RLOO,1223,1000,strict_correct,0,1,0,0
svamp,rl,RLOO,1223,1000,strict_correct,0,1,1,0
svamp,rl,RLOO,1223,1000,strict_correct,1,0,0,0
svamp,rl,RLOO,1223,1000,strict_correct,1,0,1,0
svamp,rl,RLOO,1223,1000,strict_correct,1,1,0,811
svamp,rl,RLOO,1223,1000,strict_correct,1,1,1,0
svamp,rl,RLOO,1223,1000,strict_valid_wrong,0,0,0,0
svamp,rl,RLOO,1223,1000,strict_valid_wrong,0,0,1,0
svamp,rl,RLOO,1223,1000,strict_valid_wrong,0,1,0,166
svamp,rl,RLOO,1223,1000,strict_valid_wrong,0,1,1,0
svamp,rl,RLOO,1223,1000,strict_valid_wrong,1,0,0,0
svamp,rl,RLOO,1223,1000,strict_valid_wrong,1,0,1,0
svamp,rl,RLOO,1223,1000,strict_valid_wrong,1,1,0,0
svamp,rl,RLOO,1223,1000,strict_valid_wrong,1,1,1,0
svamp,rl,RLOO,1223,1000,missing_marker,0,0,0,0
svamp,rl,RLOO,1223,1000,missing_marker,0,0,1,3
svamp,rl,RLOO,1223,1000,missing_marker,0,1,0,0
svamp,rl,RLOO,1223,1000,missing_marker,0,1,1,0
svamp,rl,RLOO,1223,1000,missing_marker,1,0,0,0
svamp,rl,RLOO,1223,1000,missing_marker,1,0,1,1
svamp,rl,RLOO,1223,1000,missing_marker,1,1,0,1
svamp,rl,RLOO,1223,1000,missing_marker,1,1,1,0
svamp,rl,RLOO,1223,1000,multiple_markers,0,0,0,0
svamp,rl,RLOO,1223,1000,multiple_markers,0,0,1,0
svamp,rl,RLOO,1223,1000,multiple_markers,0,1,0,0
svamp,rl,RLOO,1223,1000,multiple_markers,0,1,1,0
svamp,rl,RLOO,1223,1000,multiple_markers,1,0,0,0
svamp,rl,RLOO,1223,1000,multiple_markers,1,0,1,0
svamp,rl,RLOO,1223,1000,multiple_markers,1,1,0,0
svamp,rl,RLOO,1223,1000,multiple_markers,1,1,1,0
svamp,rl,RLOO,1223,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,rl,RLOO,1223,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,rl,RLOO,1223,1000,one_invalid_or_nonterminal_marker,0,1,0,15
svamp,rl,RLOO,1223,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,rl,RLOO,1223,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,rl,RLOO,1223,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,rl,RLOO,1223,1000,one_invalid_or_nonterminal_marker,1,1,0,3
svamp,rl,RLOO,1223,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,rl,RLOO,1229,1000,strict_correct,0,0,0,0
svamp,rl,RLOO,1229,1000,strict_correct,0,0,1,0
svamp,rl,RLOO,1229,1000,strict_correct,0,1,0,0
svamp,rl,RLOO,1229,1000,strict_correct,0,1,1,0
svamp,rl,RLOO,1229,1000,strict_correct,1,0,0,0
svamp,rl,RLOO,1229,1000,strict_correct,1,0,1,0
svamp,rl,RLOO,1229,1000,strict_correct,1,1,0,810
svamp,rl,RLOO,1229,1000,strict_correct,1,1,1,0
svamp,rl,RLOO,1229,1000,strict_valid_wrong,0,0,0,0
svamp,rl,RLOO,1229,1000,strict_valid_wrong,0,0,1,0
svamp,rl,RLOO,1229,1000,strict_valid_wrong,0,1,0,168
svamp,rl,RLOO,1229,1000,strict_valid_wrong,0,1,1,0
svamp,rl,RLOO,1229,1000,strict_valid_wrong,1,0,0,0
svamp,rl,RLOO,1229,1000,strict_valid_wrong,1,0,1,0
svamp,rl,RLOO,1229,1000,strict_valid_wrong,1,1,0,0
svamp,rl,RLOO,1229,1000,strict_valid_wrong,1,1,1,0
svamp,rl,RLOO,1229,1000,missing_marker,0,0,0,0
svamp,rl,RLOO,1229,1000,missing_marker,0,0,1,3
svamp,rl,RLOO,1229,1000,missing_marker,0,1,0,1
svamp,rl,RLOO,1229,1000,missing_marker,0,1,1,0
svamp,rl,RLOO,1229,1000,missing_marker,1,0,0,0
svamp,rl,RLOO,1229,1000,missing_marker,1,0,1,0
svamp,rl,RLOO,1229,1000,missing_marker,1,1,0,1
svamp,rl,RLOO,1229,1000,missing_marker,1,1,1,0
svamp,rl,RLOO,1229,1000,multiple_markers,0,0,0,0
svamp,rl,RLOO,1229,1000,multiple_markers,0,0,1,0
svamp,rl,RLOO,1229,1000,multiple_markers,0,1,0,0
svamp,rl,RLOO,1229,1000,multiple_markers,0,1,1,0
svamp,rl,RLOO,1229,1000,multiple_markers,1,0,0,0
svamp,rl,RLOO,1229,1000,multiple_markers,1,0,1,0
svamp,rl,RLOO,1229,1000,multiple_markers,1,1,0,0
svamp,rl,RLOO,1229,1000,multiple_markers,1,1,1,0
svamp,rl,RLOO,1229,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,rl,RLOO,1229,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,rl,RLOO,1229,1000,one_invalid_or_nonterminal_marker,0,1,0,16
svamp,rl,RLOO,1229,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,rl,RLOO,1229,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,rl,RLOO,1229,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,rl,RLOO,1229,1000,one_invalid_or_nonterminal_marker,1,1,0,1
svamp,rl,RLOO,1229,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,rl,RLOO,1231,1000,strict_correct,0,0,0,0
svamp,rl,RLOO,1231,1000,strict_correct,0,0,1,0
svamp,rl,RLOO,1231,1000,strict_correct,0,1,0,0
svamp,rl,RLOO,1231,1000,strict_correct,0,1,1,0
svamp,rl,RLOO,1231,1000,strict_correct,1,0,0,0
svamp,rl,RLOO,1231,1000,strict_correct,1,0,1,0
svamp,rl,RLOO,1231,1000,strict_correct,1,1,0,766
svamp,rl,RLOO,1231,1000,strict_correct,1,1,1,0
svamp,rl,RLOO,1231,1000,strict_valid_wrong,0,0,0,0
svamp,rl,RLOO,1231,1000,strict_valid_wrong,0,0,1,0
svamp,rl,RLOO,1231,1000,strict_valid_wrong,0,1,0,220
svamp,rl,RLOO,1231,1000,strict_valid_wrong,0,1,1,0
svamp,rl,RLOO,1231,1000,strict_valid_wrong,1,0,0,0
svamp,rl,RLOO,1231,1000,strict_valid_wrong,1,0,1,0
svamp,rl,RLOO,1231,1000,strict_valid_wrong,1,1,0,0
svamp,rl,RLOO,1231,1000,strict_valid_wrong,1,1,1,0
svamp,rl,RLOO,1231,1000,missing_marker,0,0,0,0
svamp,rl,RLOO,1231,1000,missing_marker,0,0,1,0
svamp,rl,RLOO,1231,1000,missing_marker,0,1,0,1
svamp,rl,RLOO,1231,1000,missing_marker,0,1,1,0
svamp,rl,RLOO,1231,1000,missing_marker,1,0,0,0
svamp,rl,RLOO,1231,1000,missing_marker,1,0,1,0
svamp,rl,RLOO,1231,1000,missing_marker,1,1,0,0
svamp,rl,RLOO,1231,1000,missing_marker,1,1,1,0
svamp,rl,RLOO,1231,1000,multiple_markers,0,0,0,0
svamp,rl,RLOO,1231,1000,multiple_markers,0,0,1,0
svamp,rl,RLOO,1231,1000,multiple_markers,0,1,0,0
svamp,rl,RLOO,1231,1000,multiple_markers,0,1,1,0
svamp,rl,RLOO,1231,1000,multiple_markers,1,0,0,0
svamp,rl,RLOO,1231,1000,multiple_markers,1,0,1,0
svamp,rl,RLOO,1231,1000,multiple_markers,1,1,0,0
svamp,rl,RLOO,1231,1000,multiple_markers,1,1,1,0
svamp,rl,RLOO,1231,1000,one_invalid_or_nonterminal_marker,0,0,0,0
svamp,rl,RLOO,1231,1000,one_invalid_or_nonterminal_marker,0,0,1,0
svamp,rl,RLOO,1231,1000,one_invalid_or_nonterminal_marker,0,1,0,12
svamp,rl,RLOO,1231,1000,one_invalid_or_nonterminal_marker,0,1,1,0
svamp,rl,RLOO,1231,1000,one_invalid_or_nonterminal_marker,1,0,0,0
svamp,rl,RLOO,1231,1000,one_invalid_or_nonterminal_marker,1,0,1,0
svamp,rl,RLOO,1231,1000,one_invalid_or_nonterminal_marker,1,1,0,1
svamp,rl,RLOO,1231,1000,one_invalid_or_nonterminal_marker,1,1,1,0
svamp,rl,RLOO,1237,1000,strict_correct,0,0,0,0
svamp,rl,RLOO,1237,1000,strict_correct,0,0,1,0
svamp,rl,RLOO,1237,1000,strict_correct,0,1,0,0
svamp,rl,RLOO,1237,1000,strict_correct,0,1,1,0
svamp,rl,RLOO,1237,1000,strict_correct,1,0,0,0
svamp,rl,RLOO,1237,1000,strict_correct,1,0,1,0
svamp,rl,RLOO,1237,1000,strict_correct,1,1,0,789
svamp,rl,RLOO,1237,1000,strict_correct,1,1,1,0
svamp,rl,RLOO,1237,1000,strict_valid_wrong,0,0,0,0
svamp,rl,RLOO,1237,1000,strict_valid_wrong,0,0,1,0
svamp,rl,RLOO,1237,1000,strict_valid_wrong,0,1,0,187
svamp,rl,RLOO,1237,1000,strict_valid_wrong,0,1,1,0
svamp,rl,RLOO,1237,1000,strict_valid_wrong,1,0,0,0
svamp,rl,RLOO,1237,1000,strict_valid_wrong,1,0,1,0
svamp,rl,RLOO,1237,1000,strict_valid_wrong,1,1,0,0
svamp,rl,RLOO,1237,1000,strict_valid_wrong,1,1,1,0
svamp,rl,RLOO,1237,1000,missing_marker,0,0,0,0
svamp,rl,RLOO,1237,1000,missing_marker,0,0,1,1
svamp,rl,RLOO,1237,1000,missing_marker,0,1,0,5
svamp,rl,RLOO,1237,1000,missing_marker,0,1,1,0
svamp,rl,RLOO,1237,1000,missing_marker,1,0,0,0
svamp,rl,RLOO,1237,1000,missing_marker,1,0,1,0
svamp,rl,RLOO,1237,1000,missing_marker,1,1,0,4
svamp,rl,RLOO,1237,1000,missing_marker,1,1,1,0
svamp,rl,RLOO,1237,1000,multiple_markers,0,0,0,0
svamp,rl,RLOO,1237,1000,multiple_markers,0,0,1,0
svamp,rl,RLOO,1237,1000,multiple_markers,0,1,0,0
svamp,rl,RLOO,1237,1000,multiple_markers,0,1,1,0
